-0.037892,0.19779,0.18906,-0.30227,0.41526,-0.1346,-0.61351,0.34016,0.49618,-0.58043,-0.11807,0.033821,0
-0.1404,0.23741,0.17053,0.12297,1.7744,-1.7799,-0.57217,0.017431,2.5073,-0.85989,0.23136,1.416,0
-0.17668,0.2281,0.16039,0.1688,1.9347,-1.0803,-1.6425,0.0078746,2.8831,-1.5555,0.019082,1.3086,0
-0.2066,0.21185,0.15198,0.20188,1.3974,0.10888,-2.4602,0.0047215,3.0627,-2.3391,-0.28637,1.01,0
-0.21532,0.12834,0.14932,0.21216,1.693,-0.69055,-2.0872,0.0031558,1.8488,-4.5399,-1.6416,-1.0495,0
-0.23995,0.10622,0.14117,0.23772,1.1141,0.42965,-2.7314,0.0022305,1.9057,-5.4268,-1.984,-1.5371,0
-0.2585,0.073325,0.1356,0.25688,1.5884,-0.74239,-2.1149,0.0016295,1.6983,-6.504,-2.4922,-2.3135,0
-0.27978,0.05648,0.12857,0.27857,1.1192,0.17067,-2.6228,0.001216,1.8052,-7.2159,-2.7302,-2.6805,0
-0.28938,0.0077752,0.12841,0.28846,1.3792,-0.57256,-2.19,0.00092052,1.1911,-8.5681,-3.5,-3.877,0
-0.30668,-0.010074,0.12196,0.30598,0.96971,0.22634,-2.6192,0.00070391,1.2521,-9.2678,-3.7193,-4.2963,0
-0.31667,-0.04439,0.12034,0.31613,1.2351,-0.48782,-2.2018,0.00054221,0.9099,-10.28,-4.2235,-5.1466,0
-0.33035,-0.061065,0.11463,0.32993,0.89019,0.18451,-2.5539,0.0004199,0.95162,-10.911,-4.4036,-5.5558,0
-0.33807,-0.090998,0.11355,0.33774,1.0789,-0.35125,-2.2263,0.00032649,0.65451,-11.79,-4.8258,-6.3093,0
-0.34795,-0.10843,0.10907,0.34769,0.78663,0.20478,-2.5055,0.00025462,0.6331,-12.396,-5.0073,-6.7556,0
