0,1.5708,0,-0.11443,-0.2,-0.51263
-0.083592,1.2553,-0.083592,-0.04417,-0.20455,-0.44865
-0.0073189,0.99316,-0.0073189,-0.17126,-0.14862,-0.38427
-0.0043867,0.78272,-0.0043867,-0.19401,-0.13212,-0.28857
-0.0031146,0.61686,-0.0031146,-0.18178,-0.1185,-0.2593
-0.0023264,0.48615,-0.0023263,-0.15723,-0.11409,-0.21942
-0.0017759,0.38313,-0.0017759,-0.14334,-0.10186,-0.2062
-0.0013712,0.30195,-0.0013712,-0.1349,-0.09321,-0.20145
-0.0010656,0.23796,-0.0010656,-0.12008,-0.082752,-0.17887
-0.0008316,0.18754,-0.00083157,-0.10573,-0.081012,-0.15511
-0.00065072,0.1478,-0.00065069,-0.095376,-0.071803,-0.13644
-0.00051013,0.11648,-0.0005101,-0.085844,-0.068588,-0.11965
-0.00040044,0.091799,-0.00040042,-0.077139,-0.060724,-0.103
-0.00031464,0.072347,-0.00031462,-0.067481,-0.058426,-0.086733
-0.0002474,0.057017,-0.00024737,-0.060359,-0.052391,-0.073275
-0.00019463,0.044935,-0.00019461,-0.052658,-0.049126,-0.060657
-0.00015318,0.035413,-0.00015316,-0.04604,-0.044743,-0.049583
-0.00012059,0.027909,-0.00012057,-0.039215,-0.041591,-0.039445
-9.4959e-05,0.021995,-9.4941e-05,-0.03299,-0.038382,-0.030561
-7.4789e-05,0.017334,-7.4772e-05,-0.027144,-0.035476,-0.022832
-5.8911e-05,0.013661,-5.8896e-05,-0.021926,-0.032623,-0.016307
-4.641e-05,0.010766,-4.6396e-05,-0.017474,-0.029705,-0.010986
-3.6564e-05,0.008485,-3.6552e-05,-0.013848,-0.026653,-0.0067953
-2.8809e-05,0.006687,-2.8798e-05,-0.010959,-0.023527,-0.0035837
-2.27e-05,0.00527,-2.269e-05,-0.0086671,-0.020449,-0.0011854
-1.7887e-05,0.0041533,-1.7878e-05,-0.006851,-0.017517,0.00054878
-1.4095e-05,0.0032732,-1.4088e-05,-0.005413,-0.014797,0.0017494
-1.1107e-05,0.0025796,-1.1101e-05,-0.0042754,-0.012327,0.0025287
-8.7531e-06,0.002033,-8.7472e-06,-0.0033759,-0.010123,0.0029819
-6.8979e-06,0.0016022,-6.8928e-06,-0.0026651,-0.0081877,0.0031887
-5.436e-06,0.0012627,-5.4316e-06,-0.0021037,-0.0065106,0.0032143
-4.284e-06,0.00099514,-4.2801e-06,-0.0016603,-0.0050748,0.0031118
-3.3761e-06,0.00078427,-3.3728e-06,-0.0013104,-0.0038584,0.0029231
-2.6607e-06,0.00061808,-2.6578e-06,-0.0010341,-0.0028378,0.0026809
-2.0968e-06,0.00048711,-2.0944e-06,-0.00081606,-0.0019887,0.0024101
-1.6525e-06,0.00038389,-1.6504e-06,-0.00064395,-0.0012874,0.0021291
-1.3023e-06,0.00030255,-1.3005e-06,-0.00050808,-0.00071175,0.0018511
-1.0263e-06,0.00023844,-1.0248e-06,-0.00040082,-0.00024164,0.0015851
-8.0893e-07,0.00018791,-4.6581e-09,-0.00031613,0.00014099,0.0013369
-6.3752e-07,0.00014809,-3.9699e-09,-0.00024923,0.0004519,0.0011099
-5.0243e-07,0.00011671,-3.3726e-09,-0.00019638,0.00070471,0.00090539
-3.9596e-07,9.1981e-05,-2.8574e-09,-0.00015461,0.00091096,0.00072364
-3.1206e-07,7.249e-05,-2.415e-09,-0.00012159,0.0010804,0.00056383
-2.4593e-07,5.7129e-05,-2.0367e-09,-9.5462e-05,0.0012209,0.00042455
-1.9382e-07,4.5024e-05,-1.7143e-09,-7.4781e-05,0.0013392,0.00030408
-1.5275e-07,3.5483e-05,-1.4404e-09,-5.8397e-05,0.0014406,0.00020049
-1.2038e-07,2.7964e-05,-1.2082e-09,-4.5408e-05,0.0015293,0.00011181
-9.4874e-08,2.2039e-05,-1.0118e-09,-3.5099e-05,0.0016087,3.6124e-05
-7.477e-08,1.7369e-05,-8.4618e-10,-2.6912e-05,0.0016813,-2.8385e-05
-5.8927e-08,1.3688e-05,-7.0666e-10,-2.0407e-05,0.0017492,-8.3393e-05
-4.644e-08,1.0788e-05,-5.8938e-10,-1.5245e-05,0.0018138,-0.00013042
-3.66e-08,8.5018e-06,-4.9095e-10,-1.1165e-05,0.001876,-0.00017081
-2.8844e-08,6.7003e-06,-4.0847e-10,-7.9775e-06,0.0019366,-0.00020578
-2.2732e-08,5.2805e-06,-3.3947e-10,-5.554e-06,0.0019957,-0.00023638
-1.7915e-08,4.1615e-06,-2.8181e-10,-3.828e-06,0.0020531,-0.00026356
-1.4119e-08,3.2797e-06,-2.337e-10,-2.7981e-06,0.0021082,-0.00028819
-1.1127e-08,2.5847e-06,-1.9361e-10,-2.5373e-06,0.00216,-0.00031106
-8.7694e-09,2.037e-06,-1.6024e-10,-3.2037e-06,0.0022064,-0.00033297
-6.9112e-09,1.6054e-06,-1.325e-10,-5.044e-06,0.0022448,-0.00035471
-5.4468e-09,1.2652e-06,-1.0946e-10,-8.372e-06,0.0022716,-0.00037702
-4.2926e-09,9.9711e-07,-9.035e-11,-1.3495e-05,0.0022821,-0.00040054
-3.383e-09,7.8582e-07,-7.4513e-11,-2.0574e-05,0.0022719,-0.00042554
-2.6662e-09,6.1931e-07,-6.1402e-11,-2.9458e-05,0.0022371,-0.00045164
-2.1012e-09,4.8807e-07,-5.0558e-11,-3.9595e-05,0.0021763,-0.00047765
-1.656e-09,3.8465e-07,-4.1597e-11,-5.0143e-05,0.0020913,-0.00050166
-1.3051e-09,3.0314e-07,-3.4199e-11,-6.0221e-05,0.0019865,-0.00052157
-1.0285e-09,2.3891e-07,-2.8097e-11,-6.9161e-05,0.0018682,-0.00053561
-8.1061e-10,1.8828e-07,-2.3068e-11,-7.661e-05,0.0017427,-0.00054274
-6.3884e-10,1.4839e-07,-1.8926e-11,-8.2491e-05,0.0016157,-0.00054276
-5.0348e-10,1.1694e-07,-1.5517e-11,-8.6917e-05,0.0014913,-0.00053609
-3.9679e-10,9.2163e-08,-1.2715e-11,-9.0089e-05,0.0013726,-0.00052361
