-0.018785,0.19896,0.19457,-0.14985,0.20587,-0.066729,-0.30415,0.16864,0.24598,-0.28775,-0.058535,0.016767,0
-0.05129,0.19591,0.18442,0.048571,0.43911,-0.13261,-0.6195,0.0027369,0.66856,-0.82356,-0.16288,0.0078685,0
-0.082214,0.21517,0.18089,0.080885,1.0288,-0.82235,-0.65159,0.0013464,1.3758,-0.71171,0.043074,0.62103,0
-0.10262,0.21178,0.17477,0.10177,1.1497,-0.65906,-1.054,0.00087079,1.617,-1.0714,-0.046615,0.59219,0
-0.12044,0.20412,0.16869,0.11982,1.0939,-0.23562,-1.5275,0.00062951,1.7605,-1.5069,-0.19187,0.44554,0
-0.13086,0.17738,0.16195,0.13039,0.88577,0.3385,-1.9882,0.00048328,1.5154,-2.3434,-0.60592,-0.22204,0
-0.14254,0.15688,0.1559,0.14217,1.2475,-0.33591,-1.7603,0.00038511,1.3852,-3.0332,-0.9255,-0.7225,0
-0.15295,0.135,0.15024,0.15264,0.98003,0.29822,-2.2029,0.00031471,1.217,-3.7414,-1.2623,-1.262,0
-0.16228,0.1123,0.14496,0.16203,1.2838,-0.33231,-1.944,0.00026183,1.023,-4.4562,-1.6076,-1.8256,0
-0.17151,0.091656,0.14,0.1713,1.0151,0.25158,-2.32,0.00022077,0.86167,-5.1175,-1.9186,-2.3372,0
-0.17912,0.068476,0.13545,0.17894,1.2552,-0.28721,-2.0757,0.00018806,0.63884,-5.8223,-2.2648,-2.9187,0
-0.18689,0.048063,0.13107,0.18673,1.0082,0.21611,-2.3808,0.00016148,0.46494,-6.46,-2.5646,-3.4305,0
-0.19333,0.025982,0.12708,0.19319,1.1937,-0.22827,-2.1655,0.00013955,0.24691,-7.1232,-2.887,-3.9892,0
-0.19962,0.0057117,0.1232,0.19951,0.98255,0.17725,-2.3989,0.00012122,0.058647,-7.7401,-3.1773,-4.5042,0
-0.20502,-0.014979,0.11962,0.20492,1.1179,-0.17142,-2.2205,0.00010575,-0.14762,-8.3569,-3.4712,-5.0334,0
-0.21007,-0.034534,0.11615,0.20999,0.94954,0.13048,-2.3853,9.2578e-05,-0.33817,-8.942,-3.7436,-5.5366,0
-0.21448,-0.053819,0.11288,0.21441,1.0347,-0.11683,-2.2512,8.1287e-05,-0.5319,-9.513,-4.0088,-6.0361,0
-0.21853,-0.072095,0.1097,0.21846,0.91225,0.081361,-2.3521,7.155e-05,-0.71254,-10.055,-4.255,-6.5127,0
-0.22212,-0.089647,0.10664,0.22206,0.95005,-0.065822,-2.2652,6.3112e-05,-0.88641,-10.574,-4.4871,-6.9736,0
-0.22543,-0.10608,0.10365,0.22537,0.87213,0.036875,-2.3101,5.5769e-05,-1.0447,-11.063,-4.699,-7.4084,0
-0.22846,-0.12143,0.10071,0.22841,0.87217,-0.026233,-2.2651,4.9357e-05,-1.1883,-11.521,-4.8917,-7.8178,0
-0.2313,-0.13555,0.097816,0.23126,0.82831,0.0079885,-2.2717,4.374e-05,-1.3136,-11.947,-5.063,-8.1973,0
-0.23397,-0.14847,0.094958,0.23393,0.80888,-0.006972,-2.2518,3.8806e-05,-1.4214,-12.34,-5.2142,-8.5477,0
