0,1.5708,0,-0.11443,-0.2,-0.51263
-0.021277,1.408,-0.021277,-0.0674,-0.19469,-0.48835
-0.00062886,1.2578,-0.00065666,-0.0316,-0.17609,-0.44665
-0.00042806,1.1257,-0.00045297,-0.057627,-0.16739,-0.39645
-0.00034287,1.0074,-0.00036518,-0.059184,-0.15786,-0.35013
-0.00028903,0.90158,-0.00030903,-0.063243,-0.14881,-0.31105
-0.00024924,0.80687,-0.00026717,-0.068041,-0.14033,-0.28229
-0.00021753,0.72211,-0.0002336,-0.074595,-0.13234,-0.26019
-0.00019121,0.64625,-0.00020561,-0.077962,-0.12495,-0.23994
-0.00016884,0.57836,-0.00018175,-0.079846,-0.11813,-0.22259
-0.00014955,0.51761,-0.00016113,-0.079779,-0.11165,-0.20577
-0.00013276,0.46323,-0.00014313,-0.078125,-0.10586,-0.18989
-0.00011803,0.41457,-0.00012733,-0.075708,-0.1002,-0.1747
-0.00010507,0.37102,-0.0001134,-0.072189,-0.095157,-0.15986
-9.3619e-05,0.33204,-0.00010108,-0.068322,-0.090253,-0.14567
-8.3475e-05,0.29716,-9.0163e-05,-0.063909,-0.085785,-0.13194
-7.4474e-05,0.26595,-8.0466e-05,-0.059319,-0.081492,-0.11885
-6.6474e-05,0.23801,-7.1842e-05,-0.054554,-0.077502,-0.10642
-5.9356e-05,0.21301,-6.4164e-05,-0.049809,-0.073667,-0.094745
-5.3017e-05,0.19063,-5.7324e-05,-0.045162,-0.070029,-0.083904
-4.7368e-05,0.1706,-5.1225e-05,-0.040738,-0.066497,-0.073963
-4.233e-05,0.15268,-4.5784e-05,-0.036618,-0.063073,-0.064954
-3.7835e-05,0.13664,-4.0928e-05,-0.032852,-0.059715,-0.056869
-3.3823e-05,0.12229,-3.6592e-05,-0.029452,-0.056425,-0.049658
-3.0241e-05,0.10944,-3.2719e-05,-0.026396,-0.053204,-0.043248
-2.7041e-05,0.097945,-2.926e-05,-0.023654,-0.050063,-0.037559
-2.4182e-05,0.087656,-2.6168e-05,-0.021196,-0.047014,-0.032517
-2.1627e-05,0.078448,-2.3405e-05,-0.018991,-0.044063,-0.028055
-1.9344e-05,0.070207,-2.0935e-05,-0.017015,-0.041217,-0.024113
-1.7303e-05,0.062831,-1.8727e-05,-0.015243,-0.038481,-0.020634
-1.5478e-05,0.056231,-1.6753e-05,-0.013655,-0.035857,-0.017571
-1.3846e-05,0.050324,-1.4987e-05,-0.012232,-0.033347,-0.014879
-1.2387e-05,0.045037,-1.3408e-05,-0.010956,-0.030952,-0.012518
-1.1083e-05,0.040306,-1.1996e-05,-0.0098132,-0.028671,-0.010452
-9.9155e-06,0.036072,-1.0732e-05,-0.0087892,-0.026504,-0.0086493
-8.8717e-06,0.032283,-9.6025e-06,-0.0078718,-0.024448,-0.00708
-7.9379e-06,0.028891,-8.5917e-06,-0.00705,-0.022502,-0.0057186
-7.1026e-06,0.025856,-7.6875e-06,-0.0063139,-0.020663,-0.0045416
-6.3553e-06,0.02314,-6.8785e-06,-0.0056545,-0.018929,-0.003528
-5.6868e-06,0.020709,-6.1548e-06,-0.0050641,-0.017295,-0.0026589
-5.0887e-06,0.018534,-5.5073e-06,-0.0045353,-0.015758,-0.0019175
-4.5535e-06,0.016587,-4.9279e-06,-0.0040618,-0.014315,-0.0012886
-4.0747e-06,0.014844,-4.4096e-06,-0.0036378,-0.012962,-0.00075869
-3.6463e-06,0.013285,-3.9458e-06,-0.0032581,-0.011694,-0.00031568
-3.263e-06,0.011889,-3.5308e-06,-0.0029182,-0.010509,5.1263e-05
-2.92e-06,0.01064,-3.1594e-06,-0.0026139,-0.0094011,0.00035178
-2.613e-06,0.0095226,-2.8272e-06,-0.0023414,-0.0083672,0.00059445
-2.3384e-06,0.0085223,-2.5299e-06,-0.0020974,-0.0074031,0.00078693
-2.0926e-06,0.007627,-2.2638e-06,-0.0018789,-0.0065048,0.000936
-1.8727e-06,0.0068258,-2.0258e-06,-0.0016833,-0.0056686,0.0010477
-1.6759e-06,0.0061087,-1.8128e-06,-0.0015081,-0.0048905,0.0011273
-1.4998e-06,0.005467,-1.6222e-06,-0.0013513,-0.0041671,0.0011796
-1.3422e-06,0.0048927,-1.4516e-06,-0.0012109,-0.0034947,0.0012086
-1.2011e-06,0.0043787,-1.2989e-06,-0.0010851,-0.0028702,0.001218
