0,1.5708,0,-0.11443,-0.2,-0.51263
-0.075144,1.2707,-0.075144,-0.045345,-0.20294,-0.45339
-0.0062573,1.019,-0.0062573,-0.18893,-0.15073,-0.39493
-0.0038087,0.81468,-0.0038087,-0.21173,-0.13513,-0.29882
-0.0027425,0.65134,-0.0027425,-0.19251,-0.12188,-0.26053
-0.0020771,0.52075,-0.0020771,-0.17726,-0.11598,-0.25073
-0.0016079,0.41634,-0.0016079,-0.15222,-0.10384,-0.22509
-0.0012588,0.33286,-0.0012588,-0.12401,-0.10212,-0.17636
-0.00099211,0.26612,-0.00099209,-0.10097,-0.097844,-0.13793
-0.00078514,0.21277,-0.00078512,-0.085318,-0.091393,-0.11211
-0.00062305,0.17011,-0.00062303,-0.077765,-0.081363,-0.098368
-0.00049537,0.136,-0.00049535,-0.07036,-0.07198,-0.085612
-0.00039438,0.10873,-0.00039436,-0.062828,-0.064633,-0.072872
-0.00031429,0.086931,-0.00031427,-0.055705,-0.057968,-0.061387
-0.00025065,0.069501,-0.00025063,-0.048653,-0.052383,-0.05052
-0.00020001,0.055566,-0.00019999,-0.041883,-0.047568,-0.04075
-0.00015966,0.044425,-0.00015964,-0.035499,-0.043273,-0.032009
-0.0001275,0.035518,-0.00012748,-0.029538,-0.039472,-0.024379
-0.00010184,0.028397,-0.00010182,-0.024191,-0.035928,-0.017896
-8.136e-05,0.022703,-8.1343e-05,-0.019571,-0.03253,-0.012567
-6.5009e-05,0.018151,-6.4993e-05,-0.015742,-0.029172,-0.0083289
-5.195e-05,0.014512,-5.1936e-05,-0.012641,-0.025863,-0.0050426
-4.1519e-05,0.011602,-4.1506e-05,-0.010144,-0.02267,-0.0025467
-3.3185e-05,0.009276,-3.3172e-05,-0.0081356,-0.019658,-0.00069586
-2.6525e-05,0.0074161,-2.6514e-05,-0.0065218,-0.016869,0.00063447
-2.1203e-05,0.0059292,-2.1193e-05,-0.005226,-0.014329,0.0015498
-1.6949e-05,0.0047404,-1.694e-05,-0.0041862,-0.012046,0.002139
-1.3549e-05,0.0037899,-1.3541e-05,-0.0033524,-0.010021,0.0024758
-1.0831e-05,0.0030301,-1.0825e-05,-0.002684,-0.0082433,0.0026214
-8.6591e-06,0.0024225,-8.653e-06,-0.0021486,-0.0066982,0.0026254
-6.9225e-06,0.0019368,-6.9172e-06,-0.0017197,-0.005367,0.0025279
-5.5343e-06,0.0015485,-5.5296e-06,-0.0013763,-0.0042293,0.0023608
-4.4245e-06,0.001238,-4.4204e-06,-0.0011013,-0.0032639,0.0021489
-3.5373e-06,0.00098979,-3.5337e-06,-0.00088117,-0.0024498,0.0019113
-2.828e-06,0.00079134,-2.8249e-06,-0.00070491,-0.0017672,0.0016623
-2.2609e-06,0.00063268,-2.2582e-06,-0.00056377,-0.0011974,0.0014125
-1.8076e-06,0.00050582,-1.8053e-06,-0.00045073,-0.00072369,0.0011693
-1.4451e-06,0.00040441,-1.4431e-06,-0.00036017,-0.00033079,0.00093759
-1.1554e-06,0.00032332,-1.1536e-06,-0.00028759,-5.4212e-06,0.00072048
-9.2383e-07,0.0002585,-5.7018e-09,-0.0002294,0.00026406,0.00051963
-7.3861e-07,0.00020667,-4.9248e-09,-0.0001827,0.00048765,0.00033563
-5.9052e-07,0.00016523,-4.2397e-09,-0.0001452,0.00067389,0.00016831
-4.7212e-07,0.0001321,-3.6396e-09,-0.00011505,0.00082997,1.6964e-05
-3.7746e-07,0.00010562,-3.1168e-09,-9.0772e-05,0.0009619,-0.00011945
-3.0178e-07,8.444e-05,-2.6632e-09,-7.1191e-05,0.0010747,-0.00024218
-2.4127e-07,6.751e-05,-2.2712e-09,-5.5363e-05,0.0011723,-0.00035258
-1.929e-07,5.3974e-05,-1.9334e-09,-4.2534e-05,0.0012582,-0.00045202
-1.5422e-07,4.3152e-05,-1.6432e-09,-3.2105e-05,0.001335,-0.00054183
-1.233e-07,3.45e-05,-1.3943e-09,-2.3599e-05,0.0014047,-0.0006233
-9.8579e-08,2.7583e-05,-1.1815e-09,-1.6642e-05,0.0014689,-0.00069762
-7.8814e-08,2.2053e-05,-9.998e-10,-1.0944e-05,0.0015288,-0.00076587
-6.3012e-08,1.7631e-05,-8.4496e-10,-6.288e-06,0.0015852,-0.00082906
-5.0378e-08,1.4096e-05,-7.1324e-10,-2.5193e-06,0.0016384,-0.00088808
-4.0277e-08,1.127e-05,-6.0135e-10,4.5495e-07,0.0016885,-0.00094377
-3.2202e-08,9.0101e-06,-5.0646e-10,2.6691e-06,0.001735,-0.00099688
-2.5745e-08,7.2036e-06,-4.2609e-10,4.0983e-06,0.0017771,-0.0010481
-2.0584e-08,5.7593e-06,-3.5811e-10,4.6617e-06,0.0018135,-0.0010981
-1.6457e-08,4.6045e-06,-3.0068e-10,4.2332e-06,0.0018422,-0.0011475
-1.3157e-08,3.6813e-06,-2.5223e-10,2.6724e-06,0.001861,-0.0011968
-1.0519e-08,2.9432e-06,-2.1139e-10,-1.2234e-07,0.0018671,-0.0012464
-8.4101e-09,2.3531e-06,-1.7701e-10,-4.1404e-06,0.0018583,-0.0012964
-6.7239e-09,1.8813e-06,-1.4809e-10,-9.197e-06,0.0018328,-0.0013464
-5.3758e-09,1.5041e-06,-1.238e-10,-1.4923e-05,0.0017905,-0.0013959
-4.298e-09,1.2025e-06,-1.0341e-10,-2.0829e-05,0.0017326,-0.0014437
-3.4362e-09,9.6143e-07,-8.6315e-11,-2.642e-05,0.0016617,-0.001489
-2.7473e-09,7.6866e-07,-7.1991e-11,-3.1297e-05,0.0015815,-0.0015309
-2.1965e-09,6.1454e-07,-6.0001e-11,-3.5207e-05,0.0014955,-0.0015687
-1.7561e-09,4.9133e-07,-4.9974e-11,-3.8045e-05,0.0014071,-0.0016023
-1.404e-09,3.9282e-07,-4.1594e-11,-3.9819e-05,0.0013191,-0.0016319
-1.1225e-09,3.1406e-07,-3.4596e-11,-4.0605e-05,0.0012337,-0.0016579
-8.9746e-10,2.5109e-07,-2.8758e-11,-4.0516e-05,0.0011521,-0.0016807
-7.1752e-10,2.0075e-07,-2.3889e-11,-3.9674e-05,0.0010755,-0.001701
-5.7367e-10,1.605e-07,-1.9834e-11,-3.8199e-05,0.0010042,-0.0017194
-4.5865e-10,1.2832e-07,-1.6457e-11,-3.6196e-05,0.00093845,-0.0017365
-3.667e-10,1.0259e-07,-1.3647e-11,-3.3758e-05,0.00087816,-0.0017528
-2.9318e-10,8.202e-08,-1.1311e-11,-3.0959e-05,0.00082316,-0.0017687
-2.344e-10,6.5575e-08,-9.3693e-12,-2.786e-05,0.00077314,-0.0017846
-1.874e-10,5.2427e-08,-7.757e-12,-2.4509e-05,0.00072776,-0.0018006
-1.4983e-10,4.1916e-08,-6.419e-12,-2.0945e-05,0.00068665,-0.0018172
-1.1979e-10,3.3511e-08,-5.309e-12,-1.7196e-05,0.00064945,-0.0018344
-9.5775e-11,2.6792e-08,-4.3889e-12,-1.3283e-05,0.00061579,-0.0018522
